Exam,Section(s),Day,Date,Start,Finish,Location
AMATH 331 ,001,Tuesday,"April 10, 2012",12:30 PM,3:00 PM,"PAC 9,10"
AMATH 332 ,001,Tuesday,"April 17, 2012",4:00 PM,6:30 PM,"PAC 9,10"
AMATH 342 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,MC 4058
AMATH 350 ,001,Saturday,"April 21, 2012",9:00 AM,11:30 AM,PAC 4
AMATH 353 ,001,Saturday,"April 21, 2012",9:00 AM,11:30 AM,PAC 12
AMATH 361 ,001,Saturday,"April 14, 2012",9:00 AM,11:30 AM,MC 4045
AMATH 373 ,001,Saturday,"April 21, 2012",7:30 PM,10:00 PM,MC 2034
AMATH 382 ,001,Friday,"April 13, 2012",4:00 PM,6:30 PM,MC 4045
AMATH 451 ,001,Tuesday,"April 17, 2012",7:30 PM,10:00 PM,PAC 10
AMATH 455 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,MC 4058
AMATH 475 ,001,Friday,"April 13, 2012",7:30 PM,10:00 PM,MC 4045
AMATH 655 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,MC 4048
AMATH 675 ,001,Friday,"April 13, 2012",7:30 PM,10:00 PM,MC 4045
ANTH 101 ,001,Friday,"April 13, 2012",12:30 PM,3:00 PM,"DC 1350,1351"
ANTH 102 ,001,Saturday,"April 14, 2012",12:30 PM,3:00 PM,"PAC 1,2"
ANTH 201 ,001,Thursday,"April 12, 2012",12:30 PM,3:00 PM,PAS 1229
ANTH 202 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,PAS 1229
ANTH 261 ,001,Monday,"April 16, 2012",4:00 PM,6:00 PM,HH 1102
ANTH 300 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,PAS 2086
ANTH 321 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,PAS 1229
ANTH 355 ,001,Wednesday,"April 11, 2012",7:30 PM,10:00 PM,PAS 2214
APPLS 304R ,001,Saturday,"April 21, 2012",7:30 PM,10:00 PM,REN 2104
APPLS 306R ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,REN 2102
ARBUS 102 ,001 to 003,Tuesday,"April 10, 2012",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6"
ARBUS 302 ,"003,004",Exam removed from the schedule.  Contact instructor for further information,,,,
BIOL 112 ,001,Wednesday,"April 18, 2012",12:30 PM,3:00 PM,RCH 301
BIOL 120 ,001,Tuesday,"April 10, 2012",12:30 PM,3:00 PM,"RCH 301,302,305"
BIOL 139 ,001 to 003,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12"
BIOL 211 ,001,Friday,"April 20, 2012",4:00 PM,6:30 PM,"DC 1350,1351"
BIOL 241 ,001,Saturday,"April 21, 2012",9:00 AM,11:30 AM,"PAC 6,7,8"
BIOL 265 ,001,Thursday,"April 19, 2012",9:00 AM,11:30 AM,"PAC 7,8"
BIOL 273 ,"001,002",Wednesday,"April 18, 2012",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,9,10"
BIOL 273L ,001 to 009,Thursday,"April 19, 2012",12:30 PM,1:30 PM,"DC 1350,1351,MC 1056"
BIOL 280 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,RCH 307
BIOL 301 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,"PAC 7,8,11,12"
BIOL 321 ,001,Tuesday,"April 17, 2012",12:30 PM,3:00 PM,PAC 11
BIOL 331 ,001,Thursday,"April 19, 2012",4:00 PM,6:30 PM,"DC 1350,1351"
BIOL 335L ,"001,002",Monday,"April 16, 2012",4:00 PM,6:30 PM,RCH 305
BIOL 346 ,001,Wednesday,"April 18, 2012",7:30 PM,10:00 PM,PAC 5
BIOL 351 ,001,Monday,"April 9, 2012",7:30 PM,10:00 PM,"MC 2034,2035"
BIOL 359 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,"PAC 1,2,3,9"
BIOL 361 ,001,Thursday,"April 12, 2012",4:00 PM,6:30 PM,PAC 8
BIOL 365 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,B2 350
BIOL 366 ,001,Saturday,"April 14, 2012",12:30 PM,3:00 PM,"PAC 11,12"
BIOL 371 ,001,Saturday,"April 21, 2012",7:30 PM,10:00 PM,MC 4021
BIOL 373 ,001,Wednesday,"April 18, 2012",7:30 PM,10:00 PM,"PAC 1,2,3,4"
BIOL 373L ,001,Friday,"April 20, 2012",9:00 AM,10:00 AM,"DC 1350,1351"
BIOL 374L ,001,Exam removed from the schedule.  Contact instructor for further information,,,,
BIOL 382 ,001,Friday,"April 13, 2012",4:00 PM,6:30 PM,MC 4045
BIOL 383 ,001,Saturday,"April 14, 2012",9:00 AM,11:30 AM,EV3 1408
BIOL 403 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,B2 350
BIOL 412 ,001,Exam removed from the schedule.  Contact instructor for further information,,,,
BIOL 431 ,001,Tuesday,"April 17, 2012",12:30 PM,3:00 PM,PAC 8
BIOL 432 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,M3 1006
BIOL 438 ,001,Saturday,"April 14, 2012",12:30 PM,3:00 PM,"PAC 9,10"
BIOL 441 ,001,Monday,"April 16, 2012",7:30 PM,10:00 PM,DC 1351
BIOL 442 ,001,Saturday,"April 21, 2012",9:00 AM,11:30 AM,"PAC 9,10"
BIOL 450 ,001,Tuesday,"April 10, 2012",9:00 AM,11:30 AM,"RCH 302,305"
BIOL 457 ,001,Saturday,"April 21, 2012",12:30 PM,3:00 PM,PAC 11
BIOL 465 ,001,Thursday,"April 12, 2012",9:00 AM,11:30 AM,B2 350
BIOL 467 ,001,Wednesday,"April 18, 2012",12:30 PM,3:00 PM,RCH 306
BIOL 480 ,001,Friday,"April 20, 2012",4:00 PM,6:30 PM,PAC 11
BIOL 484 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,RCH 211
BIOL 488 ,001,Tuesday,"April 17, 2012",12:30 PM,3:00 PM,PAC 12
BUS 111W ,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 121W ,"001,003,004,005,013",See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 121W ,"006,007,008,010,011",Saturday,"April 14, 2012",12:30 PM,3:00 PM,"PAC 6,7,8"
BUS 227W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 231W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 288W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 352W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 353W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 354W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 357W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 362W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 383W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 385W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 387W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 393W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 395W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 397W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 398W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 403W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 412W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 413W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 423W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 429W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 433W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 435W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 443W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 451W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 452W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 453W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 463W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 466W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 467W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 473W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 477W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 481W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 483W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 486W,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
BUS 493TW,,See http://www.wlu.ca/page.php?grp_id=1366&p=14566,,,,WLU
CHE 101 ,001,Thursday,"April 12, 2012",4:00 PM,6:30 PM,"PAC 9,10"
CHE 121 ,001,Friday,"April 13, 2012",12:30 PM,3:00 PM,"PAC 9,10"
CHE 161 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,PAC 3
CHE 200 ,001,Friday,"April 13, 2012",9:00 AM,11:30 AM,"E6 2024,4022"
CHE 220 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,M3 1006
CHE 230 ,001,Tuesday,"April 10, 2012",9:00 AM,11:30 AM,"E6 2024,4022"
CHE 311 ,001,Thursday,"April 12, 2012",4:00 PM,6:30 PM,"DWE 2527,2529"
CHE 312 ,001,Friday,"April 20, 2012",12:30 PM,3:00 PM,"DWE 2527,2529"
CHE 313 ,001,Monday,"April 16, 2012",9:00 AM,11:30 AM,"DWE 2527,2529"
CHE 322 ,001,Tuesday,"April 10, 2012",4:00 PM,6:30 PM,"E6 2024,4022"
CHE 325 ,001,Friday,"April 20, 2012",12:30 PM,3:00 PM,DWE 1501
CHE 330 ,001,Wednesday,"April 18, 2012",4:00 PM,6:30 PM,"E6 2024,4022"
CHE 331 ,001,Monday,"April 9, 2012",7:30 PM,10:00 PM,"E6 2024,4022"
CHE 360 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,"DWE 2527,2529"
CHE 500 ,001,Thursday,"April 19, 2012",12:30 PM,3:00 PM,E6 4022
CHE 514 ,001,Tuesday,"April 10, 2012",7:30 PM,10:00 PM,"E6 2024,4022"
CHE 522 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,DWE 2529
CHE 543 ,001,Wednesday,"April 11, 2012",7:30 PM,10:00 PM,E6 4022
CHE 562 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,E6 4022
CHE 564 ,001,Thursday,"April 12, 2012",4:00 PM,6:30 PM,E6 2024
CHE 571 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,E6 2024
CHE 572 ,001,Wednesday,"April 18, 2012",12:30 PM,3:00 PM,"DWE 2527,2529"
CHE 574 ,001,Monday,"April 9, 2012",7:30 PM,10:00 PM,"DWE 2527,2529"
CHE 614 ,001,Tuesday,"April 10, 2012",7:30 PM,10:00 PM,"E6 2024,4022"
CHE 624 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,DWE 2529
CHE 672 ,001,Wednesday,"April 18, 2012",12:30 PM,3:00 PM,"DWE 2527,2529"
CHE 674 ,001,Monday,"April 9, 2012",7:30 PM,10:00 PM,"DWE 2527,2529"
CHEM 120 ,001,Monday,"April 16, 2012",9:00 AM,11:30 AM,"DC 1350,1351"
CHEM 123 ,001 to 004,Monday,"April 16, 2012",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12, MC 4020,4021"
CHEM 123L ,003 to 014,Monday,"April 16, 2012",7:30 PM,9:30 PM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12"
CHEM 212 ,001,Saturday,"April 21, 2012",7:30 PM,10:00 PM,MC 4020
CHEM 221 ,001,Wednesday,"April 18, 2012",12:30 PM,3:00 PM,RCH 110
CHEM 233 ,001,Monday,"April 16, 2012",4:00 PM,6:30 PM,PAC 9
CHEM 237 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,"PAC 6,7,8"
CHEM 237L ,001 to 005,Monday,"April 16, 2012",12:30 PM,2:30 PM,"DC 1350,1351"
CHEM 254 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,M3 1006
CHEM 262 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,"PAC 9,10"
CHEM 265 ,001,Friday,"April 13, 2012",9:00 AM,11:30 AM,RCH 112
CHEM 267 ,"001,002",Thursday,"April 12, 2012",4:00 PM,6:30 PM,"PAC 4,5,6,7"
CHEM 313 ,001,Saturday,"April 21, 2012",7:30 PM,10:00 PM,MC 1056
CHEM 333 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,"PHR 1004,1008"
CHEM 350 ,001,Saturday,"April 14, 2012",7:30 PM,10:00 PM,RCH 204
CHEM 357 ,001,Tuesday,"April 10, 2012",4:00 PM,6:30 PM,MC 1085
CHEM 360 ,001,Thursday,"April 12, 2012",7:30 PM,10:00 PM,PAC 1
CHEM 381 ,001,Wednesday,"April 18, 2012",7:30 PM,10:00 PM,RCH 204
CHEM 420 ,001,Tuesday,"April 10, 2012",9:00 AM,11:30 AM,C2 361
CHEM 430 ,001,Friday,"April 20, 2012",12:30 PM,3:00 PM,PAC 7
CHEM 433 ,001,Monday,"April 16, 2012",4:00 PM,6:30 PM,PAC 10
CHEM 440 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,C2 361
CHEM 450 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,C2 361
CHEM 460 ,001,Tuesday,"April 17, 2012",12:30 PM,3:00 PM,C2 361
CHEM 470 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,C2 361
CHEM 482 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,C2 361
CHEM 731 ,001,Friday,"April 20, 2012",12:30 PM,3:00 PM,PAC 7
CHEM 740 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,C2 361
CHEM 773 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,C2 361
CHINA 101R ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,REN 2106
CHINA 102R ,001,Thursday,"April 19, 2012",9:00 AM,11:30 AM,REN 2106
CHINA 120R ,001,Friday,"April 13, 2012",12:30 PM,3:00 PM,REN 2106
CHINA 201R ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,REN 0106
CHINA 201R ,002,Monday,"April 9, 2012",12:30 PM,3:00 PM,REN 0104
CHINA 202R ,001,Wednesday,"April 11, 2012",4:00 PM,6:30 PM,REN 2107
CHINA 302R ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,REN 2106
CHINA 320R ,001,Wednesday,"April 18, 2012",9:00 AM,11:30 AM,REN 2106
CIVE 121 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,"RCH 103,105"
CIVE 127 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,DC 1350
CIVE 303 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 331 ,001,Friday,"April 13, 2012",12:30 PM,3:00 PM,"CPH 3602,3604,3607"
CIVE 342 ,001,Monday,"April 16, 2012",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 353 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 375 ,001,Wednesday,"April 18, 2012",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 381 ,001,Monday,"April 16, 2012",12:30 PM,3:00 PM,CPH 3607
CIVE 405 ,001,Monday,"April 16, 2012",7:30 PM,10:00 PM,CPH 3604
CIVE 415 ,001,Thursday,"April 12, 2012",9:00 AM,11:30 AM,CPH 3607
CIVE 422 ,001,Saturday,"April 21, 2012",9:00 AM,11:30 AM,CPH 3604
CIVE 440 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,HH 1101
CIVE 460 ,001,Friday,"April 13, 2012",12:30 PM,3:00 PM,E2 1303
CIVE 497 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,"MC 2017,2054"
CIVE 497 ,002,Thursday,"April 12, 2012",4:00 PM,6:30 PM,E2 2348
CIVE 507 ,001,Wednesday,"April 18, 2012",9:00 AM,11:30 AM,DWE 1501
CIVE 542 ,001,Tuesday,"April 10, 2012",9:00 AM,11:30 AM,DWE 3522
CIVE 554 ,001,Friday,"April 20, 2012",9:00 AM,11:30 AM,CPH 3607
CIVE 583 ,001,Wednesday,"April 18, 2012",7:30 PM,10:00 PM,CPH 3607
CIVE 596 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,"RCH 110,112"
CIVE 641 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,HH 1101
CLAS 103 ,001,Friday,"April 20, 2012",9:00 AM,11:00 AM,"MC 2017,2054"
CLAS 104 ,001,Tuesday,"April 10, 2012",4:00 PM,6:00 PM,"PAC 4,5,6,7"
CLAS 105 ,001,Thursday,"April 12, 2012",4:00 PM,6:00 PM,"RCH 103,105"
CLAS 202 ,001,Tuesday,"April 17, 2012",7:30 PM,9:30 PM,"PAC 7,8,11,12"
CLAS 221 ,001,Thursday,"April 12, 2012",12:30 PM,3:00 PM,PAS 1229
CLAS 251 ,001,Tuesday,"April 17, 2012",4:00 PM,6:00 PM,MC 4045
CLAS 321 ,001,Monday,"April 9, 2012",4:00 PM,6:30 PM,PAS 1229
CLAS 341 ,001,Monday,"April 9, 2012",9:00 AM,11:00 AM,ML 246
CLAS 384 ,001,Friday,"April 13, 2012",12:30 PM,2:30 PM,AL 105
CLAS 486 ,001,Tuesday,"April 10, 2012",12:30 PM,2:30 PM,RCH 206
CLAS 691 ,001,Tuesday,"April 10, 2012",12:30 PM,2:30 PM,RCH 206
CM 271 ,001,Monday,"April 16, 2012",7:30 PM,10:00 PM,"MC 2017,2054"
CM 352 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,MC 4058
CM 432 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,"RCH 301,309"
CM 433 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,RCH 306
CM 441 ,001,Wednesday,"April 11, 2012",4:00 PM,6:30 PM,RCH 209
CM 442 ,001,Tuesday,"April 10, 2012",7:30 PM,10:00 PM,RCH 308
CM 443 ,001,Wednesday,"April 18, 2012",4:00 PM,6:30 PM,PAC 5
CM 461 ,001,Monday,"April 16, 2012",9:00 AM,11:30 AM,RCH 307
CM 464 ,001,Thursday,"April 12, 2012",7:30 PM,10:00 PM,PAC 2
CM 473 ,001,Tuesday,"April 17, 2012",12:30 PM,3:00 PM,PAC 9
CM 476 ,001,Wednesday,"April 18, 2012",9:00 AM,11:30 AM,RCH 301
CM 730 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,RCH 306
CM 761 ,001,Monday,"April 16, 2012",9:00 AM,11:30 AM,RCH 307
CM 764 ,001,Thursday,"April 12, 2012",7:30 PM,10:00 PM,PAC 2
CMW 390 ,001,Monday,"April 9, 2012",9:00 AM,11:30 AM,CGC 1300
CO 227 ,001,Friday,"April 13, 2012",9:00 AM,11:30 AM,"PAC 9,10"
CO 250 ,"001,002",Wednesday,"April 18, 2012",9:00 AM,11:30 AM,"DC 1350,1351"
CO 327 ,001,Wednesday,"April 18, 2012",9:00 AM,11:30 AM,RCH 306
CO 331 ,001,Thursday,"April 12, 2012",7:30 PM,10:00 PM,PAC 3
CO 353 ,001,Wednesday,"April 11, 2012",4:00 PM,6:30 PM,RCH 209
CO 367 ,001,Tuesday,"April 10, 2012",7:30 PM,10:00 PM,RCH 308
CO 370 ,001,Wednesday,"April 18, 2012",4:00 PM,6:30 PM,PAC 5
CO 372 ,001,Thursday,"April 12, 2012",4:00 PM,6:30 PM,"PAC 11,12"
CO 434 ,001,Wednesday,"April 18, 2012",4:00 PM,6:30 PM,PAC 9
CO 487 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,"RCH 301,309"
CO 634 ,001,Wednesday,"April 18, 2012",4:00 PM,6:30 PM,PAC 9
CO 687 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,"RCH 301,309"
COMM 231 ,001,Wednesday,"April 11, 2012",12:30 PM,3:00 PM,"DC 1350,1351"
COMM 321 ,001,Thursday,"April 19, 2012",9:00 AM,11:30 AM,"PAC 9,10"
COMM 400 ,001,Exam removed from the schedule.  Contact instructor for further information,,,,
COMM 421 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,RCH 307
COMM 432 ,001,Friday,"April 20, 2012",7:30 PM,10:00 PM,RCH 205
CROAT 102 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,ML 315
CROAT 202 ,001,Wednesday,"April 18, 2012",7:30 PM,10:00 PM,ML 315
CS 115 ,001 to 004,Thursday,"April 19, 2012",9:00 AM,11:30 AM,"PAC 1,2,3,4"
CS 116 ,001 to 009,Thursday,"April 19, 2012",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7"
CS 135 ,"001,002",Thursday,"April 19, 2012",9:00 AM,11:30 AM,"PAC 5,6"
CS 136 ,001 to 006,Thursday,"April 19, 2012",4:00 PM,6:30 PM,"PAC 1,2,3,4,5"
CS 138 ,001,Friday,"April 13, 2012",12:30 PM,3:00 PM,"PAC 11,12"
CS 146 ,001,Thursday,"April 19, 2012",12:30 PM,3:00 PM,"PAC 9,10"
CS 230 ,001,Thursday,"April 19, 2012",9:00 AM,11:30 AM,DC 1350
CS 240 ,"001,002",Thursday,"April 19, 2012",4:00 PM,6:30 PM,M3 1006
CS 241 ,"001,002",Wednesday,"April 11, 2012",4:00 PM,6:30 PM,"PAC 6,7"
CS 245 ,001,Thursday,"April 19, 2012",9:00 AM,11:30 AM,DC 1351
CS 246 ,001,Tuesday,"April 10, 2012",4:00 PM,6:30 PM,"MC 2034,2035"
CS 251 ,"001,002",Friday,"April 13, 2012",12:30 PM,3:00 PM,M3 1006
CS 330 ,001,Tuesday,"April 10, 2012",4:00 PM,6:30 PM,M3 1006
CS 338 ,001,Wednesday,"April 11, 2012",4:00 PM,6:30 PM,"PAC 11,12"
CS 341 ,"001,002",Tuesday,"April 10, 2012",12:30 PM,3:00 PM,M3 1006
CS 343 ,001,Saturday,"April 21, 2012",7:30 PM,10:00 PM,DC 1351
CS 348 ,001,Thursday,"April 19, 2012",12:30 PM,3:00 PM,PAC 8
CS 349 ,"001,002",Wednesday,"April 18, 2012",12:30 PM,3:00 PM,"RCH 103,105,112"
CS 350 ,"001,002",Tuesday,"April 17, 2012",9:00 AM,11:30 AM,"PAC 11,12"
CS 360 ,001,Friday,"April 20, 2012",7:30 PM,10:00 PM,RCH 307
CS 365 ,001,Saturday,"April 21, 2012",9:00 AM,11:30 AM,MC 4064
CS 370 ,001,Saturday,"April 14, 2012",9:00 AM,11:30 AM,MC 1085
CS 371 ,001,Monday,"April 16, 2012",7:30 PM,10:00 PM,"MC 2017,2054"
CS 430 ,001,Friday,"April 20, 2012",9:00 AM,11:30 AM,PAC 3
CS 432 ,001,Tuesday,"April 17, 2012",12:30 PM,3:00 PM,PAC 3
CS 436 ,001,Monday,"April 9, 2012",7:30 PM,10:00 PM,MC 2017
CS 442 ,001,Saturday,"April 14, 2012",12:30 PM,3:00 PM,PAC 4
CS 444 ,001,Tuesday,"April 10, 2012",9:00 AM,11:30 AM,RCH 112
CS 445 ,001,Monday,"April 9, 2012",12:30 PM,3:00 PM,"PAC 9,10"
CS 447 ,001,Thursday,"April 12, 2012",4:00 PM,6:30 PM,"PAC 1,2"
CS 448 ,001,Wednesday,"April 11, 2012",9:00 AM,11:30 AM,RCH 112
CS 450 ,001,Monday,"April 9, 2012",7:30 PM,10:00 PM,MC 2054
CS 454 ,001,Thursday,"April 12, 2012",7:30 PM,10:00 PM,PAC 6
CS 456 ,001,Tuesday,"April 17, 2012",9:00 AM,11:30 AM,"MC 2034,2035"
